city_id,CityName,SafetyRating,AdministrationRating,DeathsToCasesRation,Latitude,Longitude
674,Alhambra,3,0.0023398,0.502051282,34.095287,-118.1270146
675,New Britain,3,0.0023624,0.825596506,41.6612104,-72.7795419
676,Milpitas,3,0.0023651,0.412242437,37.4323341,-121.8995741
677,Bismarck,3,0.0023662,0.513645976,46.8083268,-100.7837392
678,Lehi,3,0.0023727,0.525560078,40.3916172,-111.8507662
679,El Paso de Robles,3,0.0023744,0.726892884,35.6368759,-120.6545022
680,Brockton,3,0.0023788,0.468339988,42.0834335,-71.0183787
681,Anderson,3,0.0023798,0.598836152,40.1053196,-85.6802541
682,Sunrise,3,0.0024033,1.089806465,26.1669711,-80.25659499999999
683,Kokomo,3,0.0024111,0.571787331,40.486427,-86.13360329999999
684,Springfield,3,0.0024423,0.74125205,37.2089572,-93.29229889999999
685,Albany,3,0.0024465,0.714121062,42.6525793,-73.7562317
686,Decatur,3,0.0024497,0.663448322,33.7748275,-84.2963123
687,Lynwood,3,0.0024526,0.4939351,33.930293,-118.2114603
688,Bloomington,3,0.0024535,0.653093251,39.165325,-86.52638569999999
689,Fall River,3,0.0024573,0.685098582,41.7014912,-71.1550451
690,Tustin,3,0.0024615,0.641707896,33.7420005,-117.8236391
691,Porterville,3,0.0024866,0.41342031,36.06523,-119.0167679
692,Hanover,3,0.0024983,0.814837576,52.3758916,9.732010400000002
693,San Leandro,3,0.0025078,0.628664621,37.7257663,-122.1568554
694,Delray Beach,3,0.0025191,0.564794357,26.4614625,-80.0728201
695,Dale City,3,0.002522,0.712261756,38.6370622,-77.31109459999999
696,West Bend,3,0.0025239,0.644350533,43.4252776,-88.1834277
697,Westland,3,0.0025267,0.72076429,42.32420399999999,-83.400211
698,Mansfield,3,0.0025412,0.656502587,32.5631924,-97.1416768
699,Portsmouth,3,0.0025446,0.589828975,43.0717552,-70.7625532
700,Winchester,3,0.002553,0.704742322,35.78621160000001,-95.9922153
701,Mansfield,3,0.0025591,0.524339405,32.5631924,-97.1416768
702,Pharr,3,0.0025711,0.651287153,26.1947962,-98.1836216
